SURVEY_ID,SURVEY_RESPNS_ID,SURVEY_AA_CUST_UNIQUE_ID,SEG_DEP_DT,SEG_DEP_AIRPRT_IATA_CD,SEG_ARVL_AIRPRT_IATA_CD,OPERAT_FLIGHT_NBR,FLEET_CD,SUBFLEET_CD,CABIN_FLOWN_CD,LIKELIHOOD_RECOMMEND_ORIG_LANG_TXT,LIKELIHOOD_RECOMMEND_SCL,NET_PROMO_CATG,Wifif Category
SV_4SJm25NwBp7FfRs,R_5fL8pMTQQIf6iRP,8164684866.0,2026-06-12,DFW,YYC,1973,321,A21,Y,Staff was very friendly and happy. has wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5g1PLSBWK1bsgND,588108901.0,2026-05-02,CRP,DFW,5580,CRJ,CP9,Y,My flight was on-time and service was friendly.  Keep flights on schedule.  Enjoyed wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7uCAfGSW6a1YbTV,8174172606.0,2026-04-19,PNS,CLT,2556,319,A19,Y,Had problems connecting to wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3J7SjAsmBUqERo4,382004531.0,2026-07-25,CLT,MIA,2912,321,32E,Y,Consistency and good wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1PANkBYzOBCrWdg,363146735.0,2026-06-29,PHX,BNA,3073,321,A21,Y,Reliable. And love the free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7durTN4VmV0I2lG,286048600.0,2026-05-31,ORD,DEN,1734,737,38M,Y,There was no wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_23GxjqXC5RGdA8V,366937366.0,2026-06-02,PHL,DUB,722,787,788,C,No wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3DMXnNdruHetdSd,760228.0,2026-04-06,GRI,DFW,4821,CRJ,CR9,C,On both my trip to Grand Island and on the trip back to DFW I had no power in the outlet and there was no WIFI,4,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3ah2sKwT8k2fdCE,450058810.0,2026-01-14,MAD,PHL,741,787,788,Y,The seats where more confortableYou should give free wifi,10,Promoter,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_31EtuWKC8onefhn,8187567804.0,2026-07-30,MSY,LGA,2165,737,38K,Y,Tight squeeze and all.kinds of issues getting into wifi,7,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5hyzIQC6cv835Gp,793557981.0,2026-05-28,OGG,DFW,296,787,788,Y,Depart on time and have FREE Wifi,4,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_1JK5HzwPisIRN5h,4740664.0,2026-01-18,PHX,LAX,3145,321,32N,Y,"flight delayed, snacks were mediocre in terms of selection. seats were so tight. people had smelly food next to me. I did entertainment options, and the flight did not have basic free wifi",0,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_3rPuajWe1Wy4kfJ,916880384.0,2026-07-22,CLE,CLT,2021,737,38K,Y,Great flights and very comfortable seats. Love the Wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7PH8LzAahpEwejk,625693907.0,2026-01-30,CLE,DFW,2331,737,38K,Y,fewer delays. show boarding time in the app clearly. add map and airplane options to inflight wifi,0,Detractor,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3qy4b7mdOSBeBfr,1697928371.0,2026-07-29,LAX,MIA,345,321,32E,Y,Space and A&T&T wifi,7,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5G9sNgk66CRtBbw,8097000023.0,2026-06-05,ORD,STL,4144,EMJ,E7Q,C,"Return flight was delayed overhead space extremely limited, no WiFi",0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_cZma7UZS33uaUQF,10337002.0,2026-07-07,JFK,LAX,341,321,32T,F,The food was pretty bad and there was no wifi,3,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6FUSz8PD6Cutbmg,8154908872.0,2026-02-12,GUA,DFW,2948,737,38M,C,Food was good on way down but awful on way backTrouble connecting to wifi,9,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1hZnLsBNhiftBIF,8088722410.0,2026-01-07,JFK,HND,167,787,789,Y,no wifi,3,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7Xpqus8qD9ddnTY,1708155.0,2026-08-18,VCE,DFW,131,787,788,C,"Good flight, good service. Only drawback was the absence of WiFi",8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1dvwUaXkne2xYTT,185952957.0,2026-04-26,BDA,CLT,2085,319,19W,Y,I cannot connect to the wifi,0,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1kGEdLMGPzAuRBN,8178613496.0,2026-07-10,ORD,LAS,3292,737,38K,Y,Great seats and great wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3mmXcKrsZNE4dBq,8182621371.0,2026-07-31,DFW,OGG,123,777,772,C,"Despite being in a 1st class seat, I did not have access to free wifi",8,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_6rlkMruGDiseqVd,10358519.0,2026-08-14,MAD,JFK,95,777,772,Y,"On time, comfortable plane, good food. Only down side was no wifi",9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1dSGqgPktvcc7VC,458249990.0,2026-02-05,PHL,JAX,2198,319,319,Y,It was a smooth enjoyable flight.  Plane itself was a little dated.  Enjoyed the wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_BV5jXOhdXBrksTv,8172622172.0,2026-07-18,SFO,PHX,1321,321,32C,Y,"Out of the 4 flights for the trip (ICT->PHX, PHX->SEA, SFO->PHX, PHX->ICT) 2 were delayed for maintenance (PHX->SEA and SFO->PHX) resulting in a tight connection. PHX to ICT also did not have functioning in flight wifi",5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5wcyqJSBq3HRYae,320474083.0,2026-05-26,LGA,ORD,589,737,38M,Y,I like the free wifi,6,Detractor,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5AGY7gs5KlGlote,1668422504.0,2026-04-12,SNA,DFW,3208,737,38M,Y,"Flights on time, great crews, usb & free WiFi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_35MaubAbYXu37fG,8162187670.0,2026-01-30,LGA,MCO,2786,737,38K,Y,Free wifi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1UCAAArqKin0LFT,8137656032.0,2026-02-11,DSM,MIA,3538,EMJ,E7M,Y,times where fine. There wasn't WiFi,7,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6ty4dDQ25m5R6NX,8165364341.0,2026-06-28,DFW,HRL,3575,EMJ,E7M,Y,excellent service and free complemental wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3R53hyxvKVp56Fv,470245061.0,2026-06-16,PHL,PUJ,2641,321,32C,Y,"Smooth flight, free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6GJtpyIwHoxcWfB,567606010.0,2026-08-10,PHX,BOI,4919,EMJ,O75,Y,Free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1X7eVbcbyUVEaS5,8059409082.0,2026-01-18,PHX,AUS,2163,319,A19,Y,WIFI,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7keX9s57OJQPsWd,121177099.0,2026-05-01,DFW,PSP,2562,321,A21,C,Better WiFi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1q7Gt7EuONXEkoX,8087842999.0,2026-06-17,PHL,TYS,5951,ERJ,EMP,Y,No wifi,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5alTyt3YpqNt9zv,1755140703.0,2026-01-20,JFK,SFO,179,321,32T,C,Really happy with the free WiFi,7,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3ixSEYfw29Fv3Xn,1844289753.0,2026-08-13,AVL,PHL,6120,ERJ,EMP,Y,Older plane with very uncomfortable seats and no WiFi,7,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6LMbz6VCSrKIgWm,8054029245.0,2026-08-21,OKC,DFW,6203,CRJ,OO7,Y,"No delays, military preboarding and in-flight WIFI",9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1nlNKzEx3iZxkPv,365878732.0,2026-05-18,MCO,PHL,2154,321,A21,Y,"Flight delayed, I was able to fly standby on next flight, comfortable seat, clean plane, good wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5ShAzkwGoL0rGHT,8165591795.0,2026-02-24,DFW,SFO,1430,321,32C,Y,no screen and not able to sign up to wifi,0,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_ba3JHWJ5cRXDKal,8002665917.0,2026-07-12,DEL,JFK,293,787,789,Y,No free Wifi,5,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_bQ4gMNDdjyn5Bjr,5966.0,2026-07-27,DCA,LAX,1966,737,38M,Y,Smooth flight got in early no issues pleasant flight crew.  Enjoyed the free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5mKOPhZmIhTnjDn,555708559.0,2026-02-09,BNA,DFW,2353,737,38R,Y,"Boarding, service and wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7RkJvh3zPqovtmW,591383847.0,2026-01-12,AUA,MIA,1028,321,32C,Y,Get wifi,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6i51WTBrtgfRNZ9,94658640.0,2026-08-09,LAX,BOS,12,321,32T,Y,Our TV screens didn't work and my children weren't happy. I had to pay $30 for WiFi,2,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_3q4r3N0vW82eJaK,1432908138.0,2026-07-02,LGA,CHS,4614,EMJ,E7R,Y,no wifi,1,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5N4UiMrnIcuhxjc,1641003123.0,2026-04-29,GGT,MIA,4104,EMJ,E7M,Y,Have my partner extra cookies.Wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_wY3CGuWivmhIV8d,351828071.0,2026-07-27,PHL,SAN,1621,321,32E,Y,The WiFi is horrible. I was connected the whole flight and I couldn't do anything - especially work! Please fix this or allowPeople to pay for better quality WiFi,6,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_57oyObTZ7StqlYR,8124108.0,2026-06-16,ORD,DFW,1902,321,A21,C,SLO wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3YLYlPSlCwNOmY9,429516772.0,2026-01-01,MIA,JFK,2105,737,38K,Y,1 hour delay and very poor wifi,0,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_2Qm3OAbUIGgEiXS,8176835692.0,2026-07-21,SFO,ORD,2543,321,A21,Y,Easy flight friendly staff comfortable seats left on time free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1LOGex8QrKHQ5eM,212947953.0,2026-03-04,LHR,JFK,141,777,772,C,Provide free wifi,8,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_17yeWdBkpkc4Zc0,368406077.0,2026-05-17,PHL,PHX,765,321,32N,Y,I like the new free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7VcZBcJbnDmrzpf,371212220.0,2026-03-26,PHL,CAE,5860,ERJ,EMP,Y,Wi-Fi,7,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1Fh1GC4pFsqESuF,589986470.0,2026-07-23,DFW,PIT,2311,737,38K,Y,free wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1OvPCHILtt9nH1j,606223747.0,2026-01-13,PHX,FAT,2396,737,38K,C,Updated seating and carpet as well as inflight wifi,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5q89DJOYmM4WkPO,8084541467.0,2026-03-31,HND,JFK,168,787,789,Y,It's 2026 - please upgrade your onboard wifi,5,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_80GDQ6NGiNcjZ6e,495928050.0,2026-04-29,PHL,VCE,714,787,789,W,We were on time which is a plus but the USB port at my seat was not working so I was unable to use my phone for the whole flight to watch movies and I was unable to access the WIFI,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7MEUdL9YsqFK1yf,8164367899.0,2026-04-08,MSP,CLT,2388,320,A05,Y,Make it easier to access wifi,10,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3oI3kL6nj634BKh,5067913.0,2026-07-09,SGU,DFW,4818,CRJ,OO7,Y,On time. Nice staff at desk and on board. Aadvantage member so I got free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_779huqOSaVNS5NH,125497973.0,2026-04-06,CLT,EWR,1330,321,A21,Y,"Overall flight was great; however, I had trouble staying connected to the wifi",8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1Cddru1MFDcOD1k,8133728683.0,2026-01-29,GUA,MIA,1258,737,38M,Y,love the free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5QMajGXj2BUy555,66523282.0,2026-01-14,LGA,XNA,4554,EMJ,E75,Y,provide wifi,1,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_72nyLTjHDm5Qf4J,47952151.0,2026-08-09,PHL,LAX,1451,321,32C,Y,convenient flights and good free wifi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5YSdqtt2ojJ3YQ9,9921671.0,2026-03-04,LAX,BOS,12,321,32T,Y,"On time, nice snack, wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3KkogFwdXuTEpHj,502754696.0,2026-05-15,LGA,CLT,2051,321,A21,Y,Courteous flight attendants; could not log onto wifi,9,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_6dmEVGoSi2FN7h8,8162860348.0,2026-04-07,CLT,GSP,5124,CRJ,CP9,C,Have working outlets.  Available wifi,0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_37Ejcx49C9Qz4ba,1730465196.0,2026-01-03,MSP,CLT,2052,320,A05,Y,Flight was delayed and did not have T-Mobile wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_aXLfArgkjn3pIaJ,2737046.0,2026-07-23,PWM,PHL,2354,319,A19,Y,Late.  Will never fly to west palm again since name change and intrusive questions to get in wifi,2,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5hSZUhbA5WMjMZA,42142455.0,2026-02-07,SAT,DFW,2877,321,32C,Y,Better snacks & wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_2J4aUQf6kB77tex,8074341180.0,2026-02-19,RTB,MIA,330,737,38K,Y,Well: On timeTo improve: on-board free wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5yCAT0Y5mbX665z,3143591.0,2026-05-20,LHR,BOS,109,777,772,C,Have better access to WiFi,7,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_3foP5MkVZ58yRt7,1215370124.0,2026-07-28,JFK,EZE,953,777,77W,W,"NO HABIA WIFI , SOLO DE PAGO , CON LO QUE HE PAGADO EL PASAJE DEBERIA ESTAR INCLUIDO , BUSSINES EN LA IDA Y PREMIUM ECONOMY A LA VUELTA , DEBERIA INCLUIR WIFI",8,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_4hi73ybTadpknIZ,8082235741.0,2026-04-11,LAX,JFK,10,777,772,Y,Need free Wifi,7,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_6YPvCWJ7NL2JPTa,8032829617.0,2026-06-08,SAN,DFW,2458,321,A21,Y,No AC or WiFi,0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1eIb8xmQVQ0D2gx,8002308487.0,2026-06-27,MEM,CLT,5316,CRJ,CP9,Y,Good except no wifi,10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1GrgBqRNKedU7hd,612138085.0,2026-08-15,ORD,MCO,3293,737,38R,Y,"Flight was on time, had free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7mk4TDOQDaT8yqd,546213286.0,2026-06-04,ORD,EWR,3253,737,38K,Y,1) Inflight Service 2) Customer first approach 3) Inflight Wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5nN7aEXqqItrAfi,8096458786.0,2026-01-30,LAX,CLT,1590,321,32E,Y,It was just turbulence not your fault. But next time fix the wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3D2uSf7xEPcCVni,3371297.0,2026-07-19,SFO,DFW,2387,321,32C,Y,Trip went seemless and i really enjoyed the free wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5jOmoj8hmgeynMO,8093148484.0,2026-06-26,DCA,BDL,4754,EMJ,E75,Y,No WiFi,3,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1qOqnZ8s7uyEs8W,8122829114.0,2026-01-18,MKE,CLT,1479,320,320,Y,"Poor customer service in managing the rebooking of my delayed flight.  Then unfortunate standby prioritization.  Then additional delay which I understand American had no control over, but only had biscuit and water to offer for the 2 hours we were grounded on the plane, and I couldn't get connected to Wifi",0,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_6hu1hIHaHxbUSHI,393815118.0,2026-03-29,OGG,LAX,254,321,32E,Y,"seat quality and food options.  internet was slow compared to United, for example, which has Starlink for WiFi",7,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_7INsFlQRIgB4OWd,478366767.0,2026-06-27,TUS,ORD,2867,737,38K,Y,"dirty planes, disfunctional wifi",0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_368u9aV34TbFiyD,4765654.0,2026-06-26,LAS,DFW,3286,321,A21,Y,AA usually very reliable. Even though we departed a bit late we were close enough to time that most probably made their connections. I really appreciate the easy connection to wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3IptHYeXY4zIztL,8156016018.0,2026-03-14,AUA,DFW,1143,321,32E,Y,On time and good service. Had trouble with the wifi,9,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1hVWj4tTC6pvaRv,594912750.0,2026-07-09,DFW,LAS,777,321,A21,Y,Flight delayed and no wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6EsHfRUtZuQvTM8,216511272.0,2026-01-05,CLT,MIA,3091,737,38R,Y,Provider free wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_50tKGGSv3AsGUsh,111454782.0,2026-08-15,MFE,DFW,1095,319,A19,C,"On time, onboard WiFi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7c7pEdxPuJn8jts,8143232472.0,2026-04-25,XNA,DFW,2400,320,320,Y,The customer service was amazing and wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5IRcE4FCK4wk0sZ,455686777.0,2026-05-21,HOU,DFW,6413,CRJ,OO7,Y,The air didn't work and neither did the wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_2ZEyviFBieKUokA,242035786.0,2026-07-07,SRQ,MIA,4139,EMJ,E7M,Y,Dirty plane and spotty wifi,6,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5EsbLIrsksPFLX7,1754478450.0,2026-06-02,FSD,PHX,4991,CRJ,CR9,Y,"Free snack, drink and wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7bZP5DVWW42b9TD,4669952.0,2026-06-04,SGU,DFW,4818,CRJ,CR9,Y,No Wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1FgnFOFy9MyRiiR,8941503.0,2026-05-11,LHR,DFW,21,787,78P,Y,No wifi,10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3jZhFcYEiLLVuDT,358974145.0,2026-02-01,DFW,BOS,1206,321,A21,C,"On time flight, pilots are informed and smooth flight, flight attendants provided great service, and love to enjoy free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3nVhDsrLigEN07i,8105240265.0,2026-07-17,AUS,LAX,1291,737,38K,Y,"It was nice, comfortable, charging ports and free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_0wvBjO4kpkhOPqV,8186733846.0,2026-07-23,EWR,DFW,2728,737,38K,Y,cannt conection free WIFI,7,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5yr5s5HiF6lyBQm,29931694.0,2026-08-16,AMS,PHL,203,787,788,C,Really disappointed in the lack of functioning wifi,4,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_633HqXdY6CYgz05,70067862.0,2026-05-30,MAF,DFW,6355,CRJ,OO7,Y,"On time, excellent service , complimentary wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_31A4UFRSShu7ykm,370670090.0,2026-02-27,PHX,DFW,1957,321,32C,Y,Smooth travel but had issues for a portion of the fight with connecting to the new free WiFi,9,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1a8eoe7DTgmquCL,8032419.0,2026-08-06,ORD,PWM,4741,EMJ,R75,Y,Plane was small and there was no wifi,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_8w0Job5pyhpdNvj,366826976.0,2026-07-01,JFK,LHR,100,787,78P,Y,Terrible WiFi,7,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_7IcWJfj5Ef9Mguk,60052555.0,2026-08-02,AMS,DFW,221,777,772,Y,Terribe experience with luggage and WiFi,1,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3SG6KBrPq7UE00N,376408977.0,2026-01-04,SAT,PHX,3134,321,32E,Y,Allow T-Mobile customers to continue utilizing the free option. I don't want to have do utilize my AA points for wifi,7,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_3HS13irL92G6wAN,550892769.0,2026-07-24,RDU,DFW,2371,737,38R,Y,Poweroutlet didn't work spotty wifi,4,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_4pqcY405fQ1KvzX,536505135.0,2026-03-28,CLT,SAV,5185,CRJ,CP9,C,Internet,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5QofAzDs2DMyTxD,365283562.0,2026-03-14,COS,DFW,4202,EMJ,E7M,Y,on time and free AT&T WiFi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_31Y4mPUOpqUsDc7,8092363880.0,2026-02-15,MIA,DFW,2955,777,77W,Y,free wifi,8,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_6qwLIgRBvk0Vv1i,1408131273.0,2026-01-04,MIA,TPA,3232,737,38R,Y,Free wifi,7,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_1V9LcFaselMVYB0,62805418.0,2026-04-25,EZE,MIA,908,777,772,C,Cannot connect to WIFI,7,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3rj7aSEusiOQNVb,370040157.0,2026-04-24,DCA,CLT,1518,320,A05,Y,Quick boarding  - and free Wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3dKRO3ivufRJXvr,8159387726.0,2026-02-06,PHX,DSM,3120,320,A05,Y,Very professional crew.  The flight was on time and good communications during the flight.  The flight attendant was very helpful getting me on the wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5fIfTUfJd0HNPhw,8073475641.0,2026-08-18,LGA,BNA,4380,EMJ,R75,Y,Was unable to connect to in-flight wifi,9,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_7e3raBRLltKTHMI,1718046065.0,2026-06-18,MIA,POS,2606,737,38M,Y,Excellent Wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3qCLi4mDYo8gosV,131406131.0,2026-03-12,CVG,DFW,3305,737,38M,Y,Love the free WiFi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1djgKKrDwpUHtgp,8185429252.0,2026-07-19,MIA,DCA,3138,737,38K,Y,No problems.  Free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3IRDfSvoEU5c6Dn,367801687.0,2026-04-21,MCO,DCA,2336,737,38M,Y,Give free wifi,8,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_50E0V1jB4R0YZnb,120704745.0,2026-03-01,JFK,PHX,636,737,38M,Y,Like the free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6JRSV4L0XWaMrNw,8155586375.0,2026-02-13,SJD,DFW,3254,737,38R,Y,"Staff friendly.Very nice to have complimentary beverages, snacks and wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7qE6hDNhD58831i,1686631546.0,2026-02-08,LGA,CHS,4400,EMJ,E75,C,Add wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_629WBdFwh2b72bX,317797733.0,2026-06-10,SEA,PHX,3440,EMJ,E7M,Y,"You had limited/no ice for drinks, flight attendent did not listen to my beverage order, no wifi",3,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_4je7jahv8r6Jp02,368473110.0,2026-02-25,PHL,LAX,824,321,32E,Y,Appreciate the free inflight wifi,7,Passive,Satisfied with Wi-Fi Experience
